mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
13	13	1/2	1/2	4/4	4	1	V(6)/iv				e	i		V(6)/iv		V			6	iv			M	1	1	4, 8, 0		4	4	0	3	0.0	0.0	1.0	0.0
13	13	3/4	3/4	4/4	4	1	V7/iv				e	i		V7/iv		V		7		iv			Mm7	1	1	4, 8, 5, 2		4	4	1	3	0.25	0.125	0.375	0.25
14	14	0	0	4/4	4	1	iv(11)				e	i		iv(11)		iv			11				m	1	1	3, 0, 4	2	3	3	0	4	0.0	0.0	1.25	0.0
14	14	1/4	1/4	4/4	4	1	iv				e	i		iv		iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.75	0.0
14	14	1/2	1/2	4/4	4	1	V7/iv				e	i		V7/iv		V		7		iv			Mm7	1	1	4, 8, 5, 2		4	4	0	4	0.0	0.0	1.25	0.0
14	14	3/4	3/4	4/4	4	1	V(64)/iv				e	i		V(64)/iv		V			64	iv			M	1	1	4, 3, 0		4	4	0	3	0.0	0.0	0.5	0.0
15	15	0	0	4/4	4	1	V7(b94)/iv				e	i		V7(b94)/iv		V		7	b94	iv			Mm7	1	1	4, 3, 5, 2	-8	4	4	1	3	0.25	0.25	1.0	0.2
15	15	1/4	1/4	4/4	4	1	V7(b9)/iv				e	i		V7(b9)/iv		V		7	b9	iv			Mm7	1	1	4, 8, 5, 2	-8	4	4	1	2	0.3333333333333333	0.25	0.5	0.3333333333333333
15	15	1/2	1/2	4/4	4	1	V(6)/iv				e	i		V(6)/iv		V			6	iv			M	1	1	4, 8, 0		4	4	0	3	0.0	0.0	1.0	0.0
15	15	3/4	3/4	4/4	4	1	V7/iv				e	i		V7/iv		V		7		iv			Mm7	1	1	4, 8, 5, 2		4	4	1	3	0.25	0.125	0.375	0.25
16	16	0	0	4/4	4	1	iv(11)				e	i		iv(11)		iv			11				m	1	1	3, 0, 4	2	3	3	0	4	0.0	0.0	1.25	0.0
16	16	1/4	1/4	4/4	4	1	iv				e	i		iv		iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.75	0.0
16	16	1/2	1/2	4/4	4	1	V7/iv				e	i		V7/iv		V		7		iv			Mm7	1	1	4, 8, 5, 2		4	4	0	4	0.0	0.0	1.25	0.0
16	16	3/4	3/4	4/4	4	1	V(64)/iv				e	i		V(64)/iv		V			64	iv			M	1	1	4, 3, 0		4	4	0	3	0.0	0.0	0.5	0.0
17	17	0	0	4/4	4	1	ii%7	0	-8.5	/	e	i		ii%7		ii	%	7					%7	1	1	6, 3, 0, 4		6	6	0	4	0.0	0.0	1.25	0.0
17	17	1/4	1/4	4/4	4	1	#viio65				e	i		#viio65		#vii	o	65					o7	1	1	6, 3, 0, 9		9	6	0	3	0.0	0.0	0.75	0.0
17	17	1/2	1/2	4/4	4	1	V(6)				e	i		V(6)		V			6				M	1	1	5, 9, 1		5	5	0	3	0.0	0.0	0.75	0.0
17	17	3/4	3/4	4/4	4	1	V2				e	i		V2		V		2					Mm7	1	1	3, 5, 9, 6		5	3	0	4	0.0	0.0	0.75	0.0
18	18	0	0	4/4	4	1	i6				e	i		i6		i		6					m	1	1	1, 5, 4		4	1	9	12	0.42857142857142855	1.125	2.875	0.28125
19	19	0	0	4/4	4	1	iv[VII6				e	i	iv	VII6		VII		6					M	1	1	6, 3, 2		2	6	0	4	0.0	0.0	1.375	0.0
19	19	1/8	1/8	4/4	4	1	VI6				e	i	iv	VI6		VI		6					M	1	1	4, 1, 0		0	4	0	3	0.0	0.0	0.5	0.0
19	19	1/4	1/4	4/4	4	1	iio6				e	i	iv	iio6		ii	o	6					o	1	1	3, 0, 6		6	3	0	2	0.0	0.0	0.25	0.0
19	19	3/8	3/8	4/4	4	1	i6				e	i	iv	i6		i		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
19	19	1/2	1/2	4/4	4	1	VII6				e	i	iv	VII6		VII		6					M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	0.375	0.0
19	19	5/8	5/8	4/4	4	1	VI6				e	i	iv	VI6		VI		6					M	1	1	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
19	19	3/4	3/4	4/4	4	1	v6				e	i	iv	v6		v		6					m	1	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
19	19	7/8	7/8	4/4	4	1	iv6]				e	i	iv	iv6		iv		6					m	1	1	0, 4, 3		3	0	0	3	0.0	0.0	0.375	0.0
20	20	0	0	4/4	4	1	V[V(6)				e	i	V	V(6)		V			6				M	1	1	5, 9, 1		5	5	0	4	0.0	0.0	1.125	0.0
20	20	1/8	1/8	4/4	4	1	VI				e	i	V	VI		VI							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
20	20	1/4	1/4	4/4	4	1	III6				e	i	V	III6		III		6					M	1	1	5, 2, 1		1	5	0	2	0.0	0.0	0.25	0.0
20	20	3/8	3/8	4/4	4	1	iv				e	i	V	iv		iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.375	0.0
20	20	1/2	1/2	4/4	4	1	i6]				e	i	V	i6		i		6					m	1	1	1, 5, 4		4	1	0	4	0.0	0.0	0.625	0.0
20	20	5/8	5/8	4/4	4	1	iio6(+4)				e	i		iio6(+4)		ii	o	6	+4				o	1	1	3, 0, 6	5	6	3	0	3	0.0	0.0	0.375	0.0
20	20	3/4	3/4	4/4	4	1	i6				e	i		i6		i		6					m	1	1	1, 5, 4		4	1	0	4	0.0	0.0	0.625	0.0
20	20	7/8	7/8	4/4	4	1	V43				e	i		V43		V		43					Mm7	1	1	6, 3, 5, 9		5	6	0	3	0.0	0.0	0.375	0.0
21	21	0	0	4/4	4	1	i6				e	i		i6		i		6					m	1	1	1, 5, 4		4	1	0	6	0.0	0.0	1.5	0.0
21	21	1/4	1/4	4/4	4	1	V43				e	i		V43		V		43					Mm7	1	1	6, 3, 5, 9		5	6	0	6	0.0	0.0	0.75	0.0
21	21	1/2	1/2	4/4	4	1	i				e	i		i		i							m	1	1	4, 1, 5		4	4	0	6	0.0	0.0	0.75	0.0
21	21	3/4	3/4	4/4	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	7	0.0	0.0	1.0	0.0
22	22	0	0	4/4	4	1	i				e	i		i		i							m	1	1	4, 1, 5		4	4	4	6	0.4	0.5	1.5	0.25
22	22	1/2	1/2	4/4	4	1	#viio(+2)				e	i		#viio(+2)		#vii	o		+2				o	1	1	9, 6, 3	4	9	9	0	4	0.0	0.0	0.5	0.0
22	22	5/8	5/8	4/4	4	1	V(64)				e	i		V(64)		V			64				M	1	1	5, 4, 1		5	5	0	4	0.0	0.0	0.5	0.0
22	22	3/4	3/4	4/4	4	1	iio6				e	i		iio6		ii	o	6					o	1	1	3, 0, 6		6	3	0	4	0.0	0.0	0.5	0.0
22	22	7/8	7/8	4/4	4	1	i6				e	i		i6		i		6					m	1	1	1, 5, 4		4	1	0	4	0.0	0.0	0.5	0.0
23	23	0	0	4/4	4	1	VII64				e	i		VII64		VII		64					M	1	1	3, 2, 6		2	3	0	4	0.0	0.0	0.625	0.0
23	23	1/8	1/8	4/4	4	1	iv				e	i		iv		iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
23	23	1/4	1/4	4/4	4	1	iio				e	i		iio		ii	o						o	1	1	6, 3, 0		6	6	0	3	0.0	0.0	0.5	0.0
23	23	3/8	3/8	4/4	4	1	i6(+2)				e	i		i6(+2)		i		6	+2				m	1	1	1, 5, 4	6	4	1	0	3	0.0	0.0	0.375	0.0
23	23	1/2	1/2	4/4	4	1	VII6(+4)				e	i		VII6(+4)		VII		6	+4				M	1	1	6, 3, 2	1	2	6	0	4	0.0	0.0	0.625	0.0
23	23	5/8	5/8	4/4	4	1	VI64				e	i		VI64		VI		64					M	1	1	1, 0, 4		0	1	0	3	0.0	0.0	0.375	0.0
23	23	3/4	3/4	4/4	4	1	v2				e	i		v2		v		2					mm7	1	1	3, 5, 2, 6		5	3	0	4	0.0	0.0	0.625	0.0
23	23	7/8	7/8	4/4	4	1	iv				e	i		iv		iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.375	0.0
24	24	0	0	4/4	4	1	V(6)				e	i		V(6)		V			6				M	1	1	5, 9, 1		5	5	1	4	0.2	0.125	1.125	0.1
24	24	1/4	1/4	4/4	4	1	iio64				e	i		iio64		ii	o	64					o	1	1	0, 6, 3		6	0	1	4	0.2	0.125	0.625	0.16666666666666666
24	24	1/2	1/2	4/4	4	1	V(64)				e	i		V(64)		V			64				M	1	1	5, 4, 1		5	5	1	4	0.2	0.125	1.125	0.1
24	24	3/4	3/4	4/4	4	1	V				e	i		V		V							M	1	1	5, 9, 6		5	5	1	3	0.25	0.125	0.625	0.16666666666666666
25	25	0	0	4/4	4	1	i\\				e	i		i		i						\\	m	1	1	4, 1, 5		4	4	4	16	0.2	0.25	1.25	0.16666666666666666
25	25	1/2	1/2	4/4	4	1	i64				e	i		i64		i		64					m	1	1	5, 4, 1		4	5	8	8	0.5	0.5	0.5	0.5
25	25	3/4	3/4	4/4	4	1	i				e	i		i		i							m	1	1	4, 1, 5		4	4	4	12	0.25	0.25	0.75	0.25
26	26	0	0	4/4	4	1	iio64				e	i		iio64		ii	o	64					o	1	1	0, 6, 3		6	0	8	8	0.5	0.5	0.5	0.5
26	26	1/4	1/4	4/4	4	1	iio				e	i		iio		ii	o						o	1	1	6, 3, 0		6	6	4	12	0.25	0.25	0.75	0.25
26	26	1/2	1/2	4/4	4	1	iio64				e	i		iio64		ii	o	64					o	1	1	0, 6, 3		6	0	8	8	0.5	0.5	0.5	0.5
26	26	3/4	3/4	4/4	4	1	iio				e	i		iio		ii	o						o	1	1	6, 3, 0		6	6	8	8	0.5	0.5	0.5	0.5
27	27	0	0	4/4	4	1	#viio				e	i		#viio		#vii	o						o	1	1	9, 6, 3		9	9	1	8	0.1111111111111111	0.0625	0.8125	0.07142857142857142
27	27	1/4	1/4	4/4	4	1	ii%43				e	i		ii%43		ii	%	43					%7	1	1	0, 4, 6, 3		6	0	1	6	0.14285714285714285	0.0625	1.0625	0.05555555555555555
27	27	1/2	1/2	4/4	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5	5	2	11	0.15384615384615385	0.125	1.75	0.06666666666666667
27	27	7/8	7/8	4/4	4	1	#viio2				e	i		#viio2		#vii	o	2					o7	1	1	0, 9, 6, 3		9	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
28	28	0	0	4/4	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5	5	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
28	28	1/8	1/8	4/4	4	1	#viio				e	i		#viio		#vii	o						o	1	1	9, 6, 3		9	9	1	3	0.25	0.0625	0.3125	0.16666666666666666
28	28	1/4	1/4	4/4	4	1	iio				e	i		iio		ii	o						o	1	1	6, 3, 0		6	6	1	3	0.25	0.0625	0.3125	0.16666666666666666
28	28	3/8	3/8	4/4	4	1	iio6				e	i		iio6		ii	o	6					o	1	1	3, 0, 6		6	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
28	28	1/2	1/2	4/4	4	1	iio				e	i		iio		ii	o						o	1	1	6, 3, 0		6	6	1	3	0.25	0.0625	0.4375	0.125
28	28	5/8	5/8	4/4	4	1	#viio				e	i		#viio		#vii	o						o	1	1	9, 6, 3		9	9	1	3	0.25	0.0625	0.3125	0.16666666666666666
28	28	3/4	3/4	4/4	4	1	V				e	i		V		V							M	1	1	5, 9, 6		5	5	1	4	0.2	0.0625	0.5625	0.1
28	28	7/8	7/8	4/4	4	1	#viio6				e	i		#viio6		#vii	o	6					o	1	1	6, 3, 9		9	6	1	3	0.25	0.0625	0.3125	0.16666666666666666
29	29	0	0	4/4	4	1	i\\				e	i		i		i						\\	m	1	1	4, 1, 5		4	4	3	11	0.21428571428571427	0.1875	2.0625	0.08333333333333333
29	29	1/2	1/2	4/4	4	1	i2				e	i		i2		i		2					mm7	1	1	2, 4, 1, 5		4	2	2	3	0.4	0.125	0.375	0.25
29	29	3/4	3/4	4/4	4	1	VI				e	i		VI		VI							M	1	1	0, 4, 1		0	0	1	4	0.2	0.0625	0.5625	0.1
29	29	7/8	7/8	4/4	4	1	i43				e	i		i43		i		43					mm7	1	1	5, 2, 4, 1		4	5	0	4	0.0	0.0	0.375	0.0
30	30	0	0	4/4	4	1	iv				e	i		iv		iv							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.125	0.875	0.125
30	30	1/4	1/4	4/4	4	1	ii%43				e	i		ii%43		ii	%	43					%7	1	1	0, 4, 6, 3		6	0	1	4	0.2	0.0625	0.8125	0.07142857142857142
30	30	3/8	3/8	4/4	4	1	iio6				e	i		iio6		ii	o	6					o	1	1	3, 0, 6		6	3	0	4	0.0	0.0	0.375	0.0
30	30	1/2	1/2	4/4	4	1	iio				e	i		iio		ii	o						o	1	1	6, 3, 0		6	6	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
30	30	3/4	3/4	4/4	4	1	iio6				e	i		iio6		ii	o	6					o	1	1	3, 0, 6		6	3	4	5	0.4444444444444444	0.375	0.625	0.375
31	31	0	0	4/4	4	1	V				e	i		V		V							M	1	1	5, 9, 6		5	5	1	4	0.2	0.0625	0.5625	0.1
31	31	1/8	1/8	4/4	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	6	0.0	0.0	0.625	0.0
31	31	1/4	1/4	4/4	4	1	#viio6				e	i		#viio6		#vii	o	6					o	1	1	6, 3, 9		9	6	1	5	0.16666666666666666	0.0625	1.5625	0.038461538461538464
31	31	3/8	3/8	4/4	4	1	#viio2				e	i		#viio2		#vii	o	2					o7	1	1	0, 9, 6, 3		9	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
31	31	1/2	1/2	4/4	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5	5	2	13	0.13333333333333333	0.125	2.125	0.05555555555555555
31	31	7/8	7/8	4/4	4	1	#viio2				e	i		#viio2		#vii	o	2					o7	1	1	0, 9, 6, 3		9	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
32	32	0	0	4/4	4	1	V7				e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5	5	2	5	0.2857142857142857	0.1875	0.8125	0.1875
32	32	1/8	1/8	4/4	4	1	#viio				e	i		#viio		#vii	o						o	1	1	9, 6, 3		9	9	1	3	0.25	0.0625	0.3125	0.16666666666666666
32	32	1/4	1/4	4/4	4	1	iio				e	i		iio		ii	o						o	1	1	6, 3, 0		6	6	1	3	0.25	0.0625	0.3125	0.16666666666666666
32	32	3/8	3/8	4/4	4	1	iio6				e	i		iio6		ii	o	6					o	1	1	3, 0, 6		6	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
32	32	1/2	1/2	4/4	4	1	iio				e	i		iio		ii	o						o	1	1	6, 3, 0		6	6	1	3	0.25	0.0625	0.4375	0.125
32	32	5/8	5/8	4/4	4	1	#viio				e	i		#viio		#vii	o						o	1	1	9, 6, 3		9	9	1	3	0.25	0.0625	0.3125	0.16666666666666666
32	32	3/4	3/4	4/4	4	1	V				e	i		V		V							M	1	1	5, 9, 6		5	5	1	4	0.2	0.0625	0.5625	0.1
32	32	7/8	7/8	4/4	4	1	#viio6				e	i		#viio6		#vii	o	6					o	1	1	6, 3, 9		9	6	1	3	0.25	0.0625	0.3125	0.16666666666666666
33	33	0	0	4/4	4	1	i\\				e	i		i		i						\\	m	1	1	4, 1, 5		4	4	1	7	0.125	0.0625	0.6875	0.08333333333333333
33	33	1/4	1/4	4/4	4	1	i64				e	i		i64		i		64					m	1	1	5, 4, 1		4	5	1	3	0.25	0.0625	0.4375	0.125
33	33	3/8	3/8	4/4	4	1	i6				e	i		i6		i		6					m	1	1	1, 5, 4		4	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
33	33	1/2	1/2	4/4	4	1	i				e	i		i		i							m	1	1	4, 1, 5		4	4	1	5	0.16666666666666666	0.0625	0.4375	0.125
33	33	3/4	3/4	4/4	4	1	III.IV6				e	III		IV6		IV		6					M	1	0	4, 1, 0		0	4	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
34	34	0	0	4/4	4	1	V65				e	III		V65		V		65					Mm7	1	0	6, 3, 0, 2		2	6	2	6	0.25	0.125	0.625	0.16666666666666666
34	34	1/4	1/4	4/4	4	1	V43				e	III		V43		V		43					Mm7	1	0	3, 0, 2, 6		2	3	1	3	0.25	0.0625	0.6875	0.08333333333333333
34	34	3/8	3/8	4/4	4	1	V2				e	III		V2		V		2					Mm7	1	0	0, 2, 6, 3		2	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
34	34	1/2	1/2	4/4	4	1	V43				e	III		V43		V		43					Mm7	1	0	3, 0, 2, 6		2	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
34	34	5/8	5/8	4/4	4	1	V6				e	III		V6		V		6					M	1	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
34	34	3/4	3/4	4/4	4	1	V				e	III		V		V							M	1	0	2, 6, 3		2	2	1	4	0.2	0.0625	0.6875	0.08333333333333333
34	34	7/8	7/8	4/4	4	1	V43				e	III		V43		V		43					Mm7	1	0	3, 0, 2, 6		2	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	35	0	0	4/4	4	1	I				e	III		I		I							M	1	0	1, 5, 2		1	1	1	8	0.1111111111111111	0.0625	0.8125	0.07142857142857142
35	35	1/4	1/4	4/4	4	1	I64				e	III		I64		I		64					M	1	0	2, 1, 5		1	2	1	3	0.25	0.0625	0.4375	0.125
35	35	3/8	3/8	4/4	4	1	I6				e	III		I6		I		6					M	1	0	5, 2, 1		1	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	35	1/2	1/2	4/4	4	1	I				e	III		I		I							M	1	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	35	5/8	5/8	4/4	4	1	iv6/iii				e	III		iv6/iii		iv		6		iii			m	1	0	1, 5, 4		4	1	2	11	0.15384615384615385	0.125	1.25	0.09090909090909091
36	36	0	0	4/4	4	1	V7/iii				e	III		V7/iii		V		7		iii			Mm7	1	0	6, 10, 7, 4		6	6	4	14	0.2222222222222222	0.25	2.125	0.10526315789473684
36	36	5/8	5/8	4/4	4	1	#viio/iii				e	III		#viio/iii		#vii	o			iii			o	1	0	10, 7, 4		10	10	1	3	0.25	0.0625	0.3125	0.16666666666666666
36	36	3/4	3/4	4/4	4	1	V43/iii				e	III		V43/iii		V		43		iii			Mm7	1	0	7, 4, 6, 10		6	7	0	4	0.0	0.0	0.375	0.0
36	36	7/8	7/8	4/4	4	1	V7/iii				e	III		V7/iii		V		7		iii			Mm7	1	0	6, 10, 7, 4		6	6	1	4	0.2	0.0625	0.4375	0.125
37	37	0	0	4/4	4	1	iii64				e	III		iii64		iii		64					m	1	0	6, 5, 2		5	6	4	14	0.2222222222222222	0.25	1.75	0.125
37	37	5/8	5/8	4/4	4	1	iii				e	III		iii		iii							m	1	0	5, 2, 6		5	5	1	3	0.25	0.0625	0.3125	0.16666666666666666
37	37	3/4	3/4	4/4	4	1	iii6				e	III		iii6		iii		6					m	1	0	2, 6, 5		5	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
37	37	7/8	7/8	4/4	4	1	iii64				e	III		iii64		iii		64					m	1	0	6, 5, 2		5	6	1	4	0.2	0.0625	0.4375	0.125
38	38	0	0	4/4	4	1	iio6/iii				e	III		iio6/iii		ii	o	6		iii			o	1	0	4, 1, 7		7	4	1	4	0.2	0.0625	0.4375	0.125
38	38	1/8	1/8	4/4	4	1	iio64/iii				e	III		iio64/iii		ii	o	64		iii			o	1	0	1, 7, 4		7	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
38	38	1/4	1/4	4/4	4	1	#viio65/iii				e	III		#viio65/iii		#vii	o	65		iii			o7	1	0	7, 4, 1, 10		10	7	0	4	0.0	0.0	0.375	0.0
38	38	3/8	3/8	4/4	4	1	V2/iii				e	III		V2/iii		V		2		iii			Mm7	1	0	4, 6, 10, 7		6	4	0	5	0.0	0.0	0.5	0.0
38	38	1/2	1/2	4/4	4	1	viio2/VII				e	III		viio2/VII		vii	o	2		VII			o7	1	0	2, 11, 8, 5		11	2	2	6	0.25	0.125	0.75	0.14285714285714285
38	38	3/4	3/4	4/4	4	1	viio7/VII				e	III		viio7/VII		vii	o	7		VII			o7	1	0	11, 8, 5, 2		11	11	2	6	0.25	0.125	0.75	0.14285714285714285
39	39	0	0	4/4	4	1	V7/iii\\				e	III		V7/iii		V		7		iii		\\	Mm7	1	0	6, 10, 7, 4		6	6	0	7	0.0	0.0	0.625	0.0
39	39	1/4	1/4	4/4	4	1	V7(9)/iii				e	III		V7(9)/iii		V		7	9	iii			Mm7	1	0	6, 10, 7, 4	1	6	6	5	22	0.18518518518518517	0.3125	4.4375	0.06578947368421052
40	40	1/4	1/4	4/4	4	1	V7/iii				e	III		V7/iii		V		7		iii			Mm7	1	0	6, 10, 7, 4		6	6	5	15	0.25	0.3125	3.4375	0.08333333333333333
41	41	0	0	4/4	4	1	V(64)/iii				e	III		V(64)/iii		V			64	iii			M	1	0	6, 5, 2		6	6	2	6	0.25	0.125	1.125	0.1
41	41	1/4	1/4	4/4	4	1	V2(9)/iii				e	III		V2(9)/iii		V		2	9	iii			Mm7	1	0	4, 6, 10, 7	1	6	4	0	7	0.0	0.0	1.0	0.0
41	41	1/2	1/2	4/4	4	1	iii6				e	III		iii6		iii		6					m	1	0	2, 6, 5		5	2	2	5	0.2857142857142857	0.125	0.875	0.125
41	41	3/4	3/4	4/4	4	1	IIIM2/iii				e	III		IIIM2/iii		III	M	2		iii			MM7	1	0	7, 2, 6, 3		2	7	2	5	0.2857142857142857	0.125	0.875	0.125
42	42	0	0	4/4	4	1	VI6/iii				e	III		VI6/iii		VI		6		iii			M	1	0	5, 2, 1		1	5	2	5	0.2857142857142857	0.125	0.875	0.125
42	42	1/4	1/4	4/4	4	1	#viio43/vi				e	III		#viio43/vi		#vii	o	43		vi			o7	1	0	3, 0, 9, 6		9	3	2	5	0.2857142857142857	0.125	0.875	0.125
42	42	1/2	1/2	4/4	4	1	IV6/iii				e	III		IV6/iii		IV		6		iii			M	1	0	8, 5, 4		4	8	2	5	0.2857142857142857	0.125	0.875	0.125
42	42	3/4	3/4	4/4	4	1	It6/iii				e	III		It6/iii	It	vii	o	6	b3	V/iii			It	1	0	1, 5, 11		11	1	2	5	0.2857142857142857	0.125	0.875	0.125
