mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
23	23	89	89	1.0	1/4	1/4	4/4	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
23	23	90	90	2.0	1/2	1/2	4/4	4	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
24	24	92	92	2.0	0	0	4/4	4	1	I64(+6)		D	I		I64(+6)		I		64	+6				M	0	0	1, 0, 4	3	0	1
24	24	94	94	2.0	1/2	1/2	4/4	4	1	Ger6/vi		D	I		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
25	25	96	96	2.0	0	0	4/4	4	1	V/vi\\		D	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
25	25	98	98	2.0	1/2	1/2	4/4	4	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
26	26	100	100	2.0	0	0	4/4	4	1	V/vi		D	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
26	26	102	102	2.0	1/2	1/2	4/4	4	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
27	27	104	104	1.0	0	0	4/4	4	1	V/vi		D	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
27	27	105	105	1.0	1/4	1/4	4/4	4	1	V6/vi		D	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
27	27	106	106	2.0	1/2	1/2	4/4	4	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
28	28	108	108	2.0	0	0	4/4	4	1	V/vi		D	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
28	28	110	110	2.0	1/2	1/2	4/4	4	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
29	29	112	112	2.0	0	0	4/4	4	1	V/vi		D	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
29	29	114	114	2.0	1/2	1/2	4/4	4	1	V7/III		D	I		V7/III		V		7		III			Mm7	0	0	5, 9, 6, 3		5	5
30	30	116	116	2.0	0	0	4/4	4	1	V(64)/III		D	I		V(64)/III		V			64	III			M	0	0	5, 4, 8		5	5
30	30	118	118	2.0	1/2	1/2	4/4	4	1	V7/III		D	I		V7/III		V		7		III			Mm7	0	0	5, 9, 6, 3		5	5
31	31	120	120	2.0	0	0	4/4	4	1	III\\		D	I		III		III						\\	M	0	0	4, 8, 5		4	4
31	31	122	122	1.0	1/2	1/2	4/4	4	1	viio/III		D	I		viio/III		vii	o			III			o	0	0	9, 6, 3		9	9
31	31	123	123	3.5	3/4	3/4	4/4	4	1	III		D	I		III		III							M	0	0	4, 8, 5		4	4
32	32	253/2	253/2	1.5	5/8	5/8	4/4	4	1	#viio/vi		D	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
33	33	128	128	4.0	0	0	4/4	4	1	iio/vi		D	I		iio/vi		ii	o			vi			o	0	0	5, 2, -1		5	5
34	34	132	132	8.0	0	0	4/4	4	1	#viio7/vi		D	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
36	36	140	140	1.0	0	0	4/4	4	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
36	36	141	141	1.0	1/4	1/4	4/4	4	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
36	36	142	142	1.0	1/2	1/2	4/4	4	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
36	36	143	143	1.0	3/4	3/4	4/4	4	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	144	144	11.0	0	0	4/4	4	1	I\\		D	I		I		I						\\	M	0	0	0, 4, 1		0	0
39	39	155	155	1.0	3/4	3/4	4/4	4	1	I64		D	I		I64		I		64					M	0	0	1, 0, 4		0	1
40	40	156	156	4.0	0	0	4/4	4	1	ii%43/iii		D	I		ii%43/iii		ii	%	43		iii			%7	0	0	0, 4, 6, 3		6	0
41	41	160	160	3.0	0	0	4/4	4	1	V7/iii		D	I		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
41	41	163	163	1.0	3/4	3/4	4/4	4	1	iii64		D	I		iii64		iii		64					m	0	0	5, 4, 1		4	5
42	42	164	164	4.0	0	0	4/4	4	1	iii		D	I		iii		iii							m	0	0	4, 1, 5		4	4
43	43	168	168	4.0	0	0	4/4	4	1	V7/iii		D	I		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
44	44	172	172	3.0	0	0	4/4	4	1	iii		D	I		iii		iii							m	0	0	4, 1, 5		4	4
44	44	175	175	1.0	3/4	3/4	4/4	4	1	iii6		D	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
45	45	176	176	2.0	0	0	4/4	4	1	V65/iii		D	I		V65/iii		V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
45	45	178	178	2.0	1/2	1/2	4/4	4	1	V43/iii		D	I		V43/iii		V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
46	46	180	180	3.0	0	0	4/4	4	1	iii		D	I		iii		iii							m	0	0	4, 1, 5		4	4
46	46	183	183	1.0	3/4	3/4	4/4	4	1	iii6		D	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
47	47	184	184	2.0	0	0	4/4	4	1	iio/iii		D	I		iio/iii		ii	o			iii			o	0	0	6, 3, 0		6	6
47	47	186	186	1.0	1/2	1/2	4/4	4	1	#viio7/iii		D	I		#viio7/iii		#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
47	47	187	187	1.0	3/4	3/4	4/4	4	1	V.V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
48	48	188	188	0.5	0	0	4/4	4	1	vi7		D	V		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
48	48	377/2	377/2	0.5	1/8	1/8	4/4	4	1	viio		D	V		viio		vii	o						o	0	0	5, 2, -1		5	5
48	48	189	189	1.0	1/4	1/4	4/4	4	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
48	48	190	190	2.0	1/2	1/2	4/4	4	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
49	49	192	192	1.0	0	0	4/4	4	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
49	49	193	193	1.0	1/4	1/4	4/4	4	1	ii		D	V		ii		ii							m	0	0	2, -1, 3		2	2
49	49	194	194	1.0	1/2	1/2	4/4	4	1	vii%7		D	V		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
49	49	195	195	1.0	3/4	3/4	4/4	4	1	V2		D	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
50	50	196	196	1.5	0	0	4/4	4	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
50	50	395/2	395/2	0.5	3/8	3/8	4/4	4	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	198	198	0.5	1/2	1/2	4/4	4	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
50	50	397/2	397/2	0.5	5/8	5/8	4/4	4	1	viio		D	V		viio		vii	o						o	0	0	5, 2, -1		5	5
50	50	199	199	0.5	3/4	3/4	4/4	4	1	vi6		D	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
50	50	399/2	399/2	0.5	7/8	7/8	4/4	4	1	#vii%7/ii		D	V		#vii%7/ii		#vii	%	7		ii			%7	0	0	7, 4, 1, 5		7	7
51	51	200	200	0.5	0	0	4/4	4	1	ii		D	V		ii		ii							m	0	0	2, -1, 3		2	2
51	51	401/2	401/2	0.5	1/8	1/8	4/4	4	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	51	201	201	0.5	1/4	1/4	4/4	4	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
51	51	403/2	403/2	0.5	3/8	3/8	4/4	4	1	viio2/V		D	V		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
51	51	202	202	0.5	1/2	1/2	4/4	4	1	V64		D	V		V64		V		64					M	0	0	2, 1, 5		1	2
51	51	405/2	405/2	0.5	5/8	5/8	4/4	4	1	vi6		D	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
51	51	203	203	0.5	3/4	3/4	4/4	4	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
51	51	407/2	407/2	0.5	7/8	7/8	4/4	4	1	V7/V		D	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
52	52	204	204	1.0	0	0	4/4	4	1	V2\\		D	V		V2		V		2				\\	Mm7	0	0	-1, 1, 5, 2		1	-1
52	52	205	205	1.0	1/4	1/4	4/4	4	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
52	52	206	206	1.0	1/2	1/2	4/4	4	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
52	52	207	207	1.0	3/4	3/4	4/4	4	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
53	53	208	208	2.0	0	0	4/4	4	1	ii7/V		D	V		ii7/V		ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
53	53	210	210	2.0	1/2	1/2	4/4	4	1	V7/V		D	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
54	54	212	212	1.0	0	0	4/4	4	1	V\\		D	V		V		V						\\	M	0	0	1, 5, 2		1	1
54	54	213	213	1.0	1/4	1/4	4/4	4	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
54	54	214	214	1.0	1/2	1/2	4/4	4	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
54	54	215	215	1.0	3/4	3/4	4/4	4	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
55	55	216	216	2.0	0	0	4/4	4	1	ii7/V		D	V		ii7/V		ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
55	55	218	218	2.0	1/2	1/2	4/4	4	1	V7/V		D	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
56	56	220	220	4.0	0	0	4/4	4	1	V\\		D	V		V		V						\\	M	0	0	1, 5, 2		1	1
57	57	224	224	2.0	0	0	4/4	4	1	vi65		D	V		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
57	57	226	226	2.0	1/2	1/2	4/4	4	1	viio43/V		D	V		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
58	58	228	228	3.0	0	0	4/4	4	1	viio6		D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
58	58	231	231	1.0	3/4	3/4	4/4	4	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	232	232	1.0	0	0	4/4	4	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
59	59	233	233	1.0	1/4	1/4	4/4	4	1	I64		D	V		I64		I		64					M	0	0	1, 0, 4		0	1
59	59	234	234	1.0	1/2	1/2	4/4	4	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	235	235	1.0	3/4	3/4	4/4	4	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
60	60	236	236	2.0	0	0	4/4	4	1	IV6		D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	60	238	238	1.0	1/2	1/2	4/4	4	1	viio2		D	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
60	60	239	239	1.0	3/4	3/4	4/4	4	1	iv6		D	V		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
61	61	240	240	2.0	0	0	4/4	4	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	61	242	242	1.0	1/2	1/2	4/4	4	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
61	61	243	243	1.0	3/4	3/4	4/4	4	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
62	62	244	244	2.0	0	0	4/4	4	1	vi	IV6	D	V		vi		vi							m	0	0	3, 0, 4		3	3
62	62	246	246	1.0	1/2	1/2	4/4	4	1	viio2		D	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
62	62	247	247	1.0	3/4	3/4	4/4	4	1	iv6		D	V		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
63	63	248	248	2.0	0	0	4/4	4	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	250	250	1.0	1/2	1/2	4/4	4	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
63	63	251	251	1.0	3/4	3/4	4/4	4	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
64	64	252	252	1.0	0	0	4/4	4	1	viio6(2)/V		D	V		viio6(2)/V		vii	o	6	2	V			o	0	0	3, 0, 1		6	3
64	64	253	253	1.0	1/4	1/4	4/4	4	1	viio6/V		D	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
64	64	254	254	1.0	1/2	1/2	4/4	4	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
64	64	255	255	1.0	3/4	3/4	4/4	4	1	viio		D	V		viio		vii	o						o	0	0	5, 2, -1		5	5
65	65	256	256	1.0	0	0	4/4	4	1	#viio7/vi		D	V		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
65	65	257	257	1.0	1/4	1/4	4/4	4	1	V65/vi		D	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
65	65	258	258	1.0	1/2	1/2	4/4	4	1	vi(6)		D	V		vi(6)		vi			6				m	0	0	3, 0, -1		3	3
65	65	259	259	1.0	3/4	3/4	4/4	4	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
66	66	260	260	1.0	0	0	4/4	4	1	V6(9)/V		D	V		V6(9)/V		V		6	9	V			M	0	0	6, 3, 2	4	2	6
66	66	261	261	0.5	1/4	1/4	4/4	4	1	V6/V		D	V		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
66	66	523/2	523/2	1.5	3/8	3/8	4/4	4	1	V2(4)		D	V		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
66	66	263	263	1.0	3/4	3/4	4/4	4	1	V2		D	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
67	67	264	264	4.0	0	0	4/4	4	1	I6\\		D	V		I6		I		6				\\	M	0	0	4, 1, 0		0	4
68	68	268	268	1.0	0	0	4/4	4	1	ii7/V		D	V		ii7/V		ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
68	68	269	269	1.0	1/4	1/4	4/4	4	1	V43/V		D	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
68	68	270	270	2.0	1/2	1/2	4/4	4	1	V7/V		D	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
69	69	272	272	1.0	0	0	4/4	4	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
69	69	273	273	1.0	1/4	1/4	4/4	4	1	V2		D	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
69	69	274	274	1.0	1/2	1/2	4/4	4	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
69	69	275	275	1.0	3/4	3/4	4/4	4	1	ii65		D	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
70	70	276	276	2.0	0	0	4/4	4	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
70	70	278	278	1.5	1/2	1/2	4/4	4	1	V7(6)		D	V		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
70	70	559/2	559/2	0.5	7/8	7/8	4/4	4	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	71	280	280	1.0	0	0	4/4	4	1	I\\		D	V		I		I						\\	M	0	0	0, 4, 1		0	0
71	71	281	281	2.0	1/4	1/4	4/4	4	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
71	71	283	283	1.0	3/4	3/4	4/4	4	1	V/vi		D	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
72	72	284	284	3.0	0	0	4/4	4	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
72	72	287	287	1.0	3/4	3/4	4/4	4	1	vi64		D	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
73	73	288	288	2.0	0	0	4/4	4	1	V65(6)/vi		D	V		V65(6)/vi		V		65	6	vi			Mm7	0	0	8, 0, 2, 4		4	8
73	73	290	290	1.0	1/2	1/2	4/4	4	1	V65/vi		D	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
73	73	291	291	1.0	3/4	3/4	4/4	4	1	V7/vi		D	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
74	74	292	292	3.0	0	0	4/4	4	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
74	74	295	295	1.0	3/4	3/4	4/4	4	1	vi64		D	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
75	75	296	296	2.0	0	0	4/4	4	1	V65(6)/vi		D	V		V65(6)/vi		V		65	6	vi			Mm7	0	0	8, 0, 2, 4		4	8
75	75	298	298	1.0	1/2	1/2	4/4	4	1	V65/vi		D	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
75	75	299	299	1.0	3/4	3/4	4/4	4	1	V7/vi		D	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
76	76	300	300	4.0	0	0	4/4	4	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
77	77	304	304	2.0	0	0	4/4	4	1	ii6(112)		D	V		ii6(112)		ii		6	112				m	0	0	-1, 3, 4	1	2	-1
77	77	306	306	1.0	1/2	1/2	4/4	4	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
77	77	307	307	1.0	3/4	3/4	4/4	4	1	IVM7		D	V		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
78	78	308	308	2.0	0	0	4/4	4	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
78	78	310	310	2.0	1/2	1/2	4/4	4	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	312	312	3.0	0	0	4/4	4	1	I\\		D	V		I		I						\\	M	0	0	0, 4, 1		0	0
79	79	315	315	1.0	3/4	3/4	4/4	4	1	V/vi		D	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
80	80	316	316	3.0	0	0	4/4	4	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
80	80	319	319	1.0	3/4	3/4	4/4	4	1	vi64		D	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
81	81	320	320	2.0	0	0	4/4	4	1	V65(6)/vi		D	V		V65(6)/vi		V		65	6	vi			Mm7	0	0	8, 0, 2, 4		4	8
81	81	322	322	1.0	1/2	1/2	4/4	4	1	V65/vi		D	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
81	81	323	323	1.0	3/4	3/4	4/4	4	1	V7/vi		D	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
82	82	324	324	3.0	0	0	4/4	4	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
82	82	327	327	1.0	3/4	3/4	4/4	4	1	vi64		D	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
83	83	328	328	2.0	0	0	4/4	4	1	V65(6)/vi		D	V		V65(6)/vi		V		65	6	vi			Mm7	0	0	8, 0, 2, 4		4	8
83	83	330	330	1.0	1/2	1/2	4/4	4	1	V65/vi		D	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
83	83	331	331	1.0	3/4	3/4	4/4	4	1	V7/vi		D	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
84	84	332	332	4.0	0	0	4/4	4	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
85	85	336	336	2.0	0	0	4/4	4	1	IV(94)		D	V		IV(94)		IV			94				M	0	0	-1, 5, 0	1	-1	-1
85	85	338	338	1.0	1/2	1/2	4/4	4	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
85	85	339	339	3.0	3/4	3/4	4/4	4	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
86	86	342	342	2.0	1/2	1/2	4/4	4	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	87	344	344	2.0	0	0	4/4	4	1	vi		D	V		vi		vi							m	0	0	3, 0, 4		3	3
87	87	346	346	2.0	1/2	1/2	4/4	4	1	vii%7		D	V		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
88	88	348	348	2.0	0	0	4/4	4	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
88	88	350	350	2.0	1/2	1/2	4/4	4	1	ii7		D	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
89	89	352	352	4.0	0	0	4/4	4	1	I6\\		D	V		I6		I		6				\\	M	0	0	4, 1, 0		0	4
90	90	356	356	8.0	0	0	4/4	4	1	viio7/V		D	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
